Date,Open,High,Low,Close,Volume,Adj Close
2010-08-24,80.199997,81.0,79.470001,80.449997,4475900,71.553259
2010-08-25,80.010002,81.099998,79.470001,80.75,3577100,71.820085
2010-08-26,81.260002,81.330002,79.5,79.779999,3577000,70.957354
2010-08-27,80.120003,81.089996,79.199997,81.0,3445900,72.042438
2010-08-30,80.559998,80.68,79.580002,79.650002,2408400,70.841732
2010-08-31,79.559998,80.199997,78.400002,78.550003,4956000,69.86338
2010-09-01,79.510002,81.099998,79.290001,81.010002,4507000,72.051334
2010-09-02,81.440002,81.889999,80.830002,81.870003,2477800,72.81623
2010-09-03,82.580002,83.709999,82.559998,83.480003,2939700,74.248185
2010-09-07,83.230003,83.379997,82.019997,82.139999,3099200,73.056369
2010-09-08,82.209999,83.709999,82.209999,82.75,2787000,73.598911
2010-09-09,83.919998,84.080002,82.480003,82.959999,2471700,73.785687
2010-09-10,82.870003,84.07,82.650002,83.940002,2166300,74.657314
2010-09-13,84.559998,84.970001,84.209999,84.860001,2863500,75.475572
2010-09-14,84.68,85.0,84.019997,84.629997,3319500,75.271005
2010-09-15,84.470001,84.75,83.620003,84.580002,2175900,75.226538
2010-09-16,84.019997,85.0,83.940002,84.949997,2431800,75.555616
2010-09-17,85.339996,86.169998,85.089996,86.07,5967100,76.551761
2010-09-20,86.260002,87.629997,86.059998,87.410004,3657900,77.743578
2010-09-21,86.650002,87.620003,86.059998,86.550003,3680200,76.978682
2010-09-22,86.57,87.160004,86.129997,86.629997,2473000,77.04983
2010-09-23,85.860001,86.75,85.349998,85.529999,1994000,76.071477
2010-09-24,86.410004,87.470001,85.790001,86.959999,3420400,77.343338
2010-09-27,86.860001,87.110001,86.07,86.190002,2494700,76.658493
2010-09-28,86.650002,87.32,85.440002,87.040001,2582600,77.414493
2010-09-29,86.660004,87.650002,86.32,87.169998,2915700,77.530114
2010-09-30,87.779999,88.0,86.209999,86.709999,3634700,77.120985
2010-10-01,87.379997,87.889999,86.900002,87.620003,3200900,77.930354
2010-10-04,87.290001,87.730003,86.110001,86.699997,2286300,77.112089
2010-10-05,87.309998,89.0,87.309998,88.860001,4612200,79.033224
2010-10-06,88.660004,89.900002,88.660004,89.889999,4137400,79.949318
2010-10-07,89.860001,89.919998,88.440002,88.900002,3321900,79.068801
2010-10-08,89.82,89.82,88.43,89.160004,2264400,79.30005
2010-10-11,89.480003,89.5,87.970001,88.25,2605900,78.490681
2010-10-12,87.919998,88.540001,86.779999,88.150002,2501400,78.401741
2010-10-13,88.129997,89.730003,88.129997,89.139999,3179900,79.282258
2010-10-14,89.150002,89.260002,88.360001,89.07,2313700,79.22
2010-10-15,89.75,89.889999,88.370003,89.139999,3097100,79.282258
2010-10-18,89.089996,89.919998,88.690002,89.660004,2692000,79.744757
2010-10-19,88.75,88.959999,87.510002,88.550003,3888100,78.757508
2010-10-20,88.730003,89.949997,88.599998,89.470001,2819400,79.575766
2010-10-21,89.870003,90.900002,89.720001,90.550003,5633800,80.536334
2010-10-22,90.449997,90.629997,90.019997,90.440002,2310800,80.438498
2010-10-25,90.629997,91.489998,90.629997,90.900002,3192900,80.847627
2010-10-26,90.68,90.980003,90.139999,90.470001,2268200,80.465179
2010-10-27,89.989998,90.529999,88.559998,90.370003,3398500,80.376239
2010-10-28,87.82,88.0,83.800003,85.07,16228100,75.662348
2010-10-29,85.010002,85.209999,84.07,84.220001,6085200,74.906349
2010-11-01,84.57,85.290001,83.419998,83.980003,4467200,74.692892
2010-11-02,84.809998,85.050003,84.32,84.800003,3815200,75.42221
2010-11-03,85.150002,85.580002,83.300003,85.300003,4081700,75.866916
2010-11-04,86.290001,87.870003,86.099998,87.040001,6606100,77.414493
2010-11-05,87.459999,87.489998,86.0,86.339996,3724300,76.7919
2010-11-08,85.800003,86.599998,85.550003,85.860001,5515100,76.364985
2010-11-09,86.330002,86.339996,84.949997,85.300003,4920500,75.866916
2010-11-10,85.300003,86.489998,85.290001,86.25,3999000,76.711856
2010-11-11,85.720001,86.559998,85.220001,86.5,5850800,76.934209
2010-11-12,86.019997,87.169998,85.629997,86.239998,4123700,76.70296
2010-11-15,86.690002,86.779999,86.139999,86.199997,3131100,76.667382
2010-11-16,85.709999,85.779999,83.970001,84.239998,5699800,74.924134
2010-11-17,84.080002,84.519997,83.519997,83.949997,3130600,75.134455
2010-11-18,84.839996,85.75,84.559998,85.550003,3576400,76.566445
2010-11-19,85.529999,85.550003,84.720001,85.010002,3221300,76.08315
2010-11-22,84.660004,85.059998,83.970001,84.900002,2976300,75.9847
2010-11-23,83.910004,84.540001,83.139999,83.589996,3933200,74.812258
2010-11-24,84.489998,84.809998,84.080002,84.660004,3857600,75.769904
2010-11-26,84.459999,85.07,83.919998,84.400002,1661300,75.537205
2010-11-29,83.699997,84.379997,83.0,84.220001,3590000,75.376106
2010-11-30,83.25,84.300003,83.029999,83.980003,3463500,75.161311
2010-12-01,85.419998,86.730003,85.400002,86.050003,5153700,77.013941
2010-12-02,86.239998,87.129997,86.150002,86.510002,4257900,77.425636
2010-12-03,86.059998,87.239998,85.809998,86.940002,2910700,77.810482
2010-12-06,87.0,87.419998,86.620003,86.879997,3165400,77.756778
2010-12-07,86.68,87.07,83.809998,84.190002,10359600,75.349258
2010-12-08,83.230003,84.82,83.230003,84.68,5145300,75.787801
2010-12-09,84.980003,85.050003,83.720001,84.110001,3598100,75.277657
2010-12-10,84.349998,84.419998,83.75,84.32,4453200,75.465604
2010-12-13,84.540001,85.720001,84.43,85.300003,4264300,76.342698
2010-12-14,85.230003,85.910004,85.019997,85.839996,2873400,76.825987
2010-12-15,85.839996,87.0,85.449997,85.809998,4758500,76.799138
2010-12-16,85.889999,86.580002,85.150002,86.400002,2670600,77.327186
2010-12-17,86.389999,86.650002,85.900002,86.370003,3655800,77.300337
2010-12-20,86.599998,87.82,86.110001,87.339996,4002600,78.168473
2010-12-21,87.519997,87.599998,86.230003,86.529999,3265900,77.443532
2010-12-22,86.410004,86.900002,85.830002,86.720001,2396800,77.613583
2010-12-23,86.790001,86.860001,86.230003,86.470001,1890200,77.389835
2010-12-27,86.379997,87.25,86.0,87.010002,1585500,77.873131
2010-12-28,87.010002,87.419998,86.440002,86.739998,1769700,77.63148
2010-12-29,86.839996,87.199997,86.550003,86.760002,1666800,77.649383
2010-12-30,86.779999,87.029999,86.370003,86.540001,1502900,77.452484
2010-12-31,86.529999,86.980003,86.010002,86.300003,1791500,77.237688
2011-01-03,86.75,87.330002,86.739998,86.790001,2632800,77.676232
2011-01-04,87.0,87.279999,86.279999,86.669998,2644100,77.56883
2011-01-05,86.290001,87.900002,86.120003,86.669998,4081300,77.56883
2011-01-06,86.860001,87.190002,85.629997,86.139999,3452600,77.094487
2011-01-07,86.550003,87.309998,85.949997,86.230003,3355500,77.175039
2011-01-10,85.720001,87.330002,85.720001,87.150002,3475200,77.998429
2011-01-11,87.330002,88.339996,87.330002,87.739998,3024400,78.52647
2011-01-12,88.019997,88.760002,87.919998,88.660004,2732900,79.349867
2011-01-13,88.470001,88.870003,87.760002,88.040001,2351900,78.79497
2011-01-14,87.739998,88.110001,87.449997,88.099998,2094300,78.848667
2011-01-18,87.839996,88.5,87.709999,88.139999,2323700,78.884468
2011-01-19,88.25,88.739998,87.660004,87.959999,2302200,78.723369
2011-01-20,87.860001,88.379997,87.25,88.040001,2167400,78.79497
2011-01-21,88.660004,89.389999,88.370003,89.290001,3911300,79.913708
2011-01-24,89.209999,90.5,89.059998,90.32,6319600,80.835547
2011-01-25,89.400002,89.5,87.199997,88.5,7480800,79.206665
2011-01-26,88.580002,89.720001,88.43,89.57,4097800,80.164304
2011-01-27,89.199997,90.290001,89.019997,89.190002,3282400,79.824211
2011-01-28,89.43,89.690002,87.25,87.440002,4927600,78.257977
2011-01-31,87.93,88.190002,87.309998,87.919998,4116500,78.687569
2011-02-01,88.019997,88.300003,87.440002,87.790001,3995200,78.571222
2011-02-02,87.68,88.449997,87.68,87.75,2892600,78.535422
2011-02-03,87.82,88.269997,87.550003,87.949997,1982200,78.714417
2011-02-04,87.919998,88.389999,87.650002,88.290001,1973900,79.018718
2011-02-07,88.169998,89.25,87.809998,88.790001,2621700,79.466213
2011-02-08,88.970001,89.5,88.779999,89.470001,2708000,80.074807
2011-02-09,89.669998,90.839996,89.650002,90.779999,4786500,81.247242
2011-02-10,90.239998,90.68,89.959999,90.459999,2787500,80.960846
2011-02-11,90.339996,91.949997,90.059998,91.800003,3410000,82.160136
2011-02-14,91.720001,92.300003,91.720001,91.900002,3418500,82.249634
2011-02-15,91.519997,92.139999,91.0,92.0,2971900,82.339132
2011-02-16,91.459999,92.949997,91.449997,92.330002,3906500,83.131461
2011-02-17,92.139999,92.959999,92.019997,92.730003,3134200,83.491612
2011-02-18,92.730003,92.970001,92.050003,92.959999,3435200,83.698694
2011-02-22,92.730003,93.650002,91.82,92.0,5032300,82.834336
2011-02-23,92.57,92.580002,89.870003,90.260002,5360900,81.267689
2011-02-24,90.43,90.730003,89.269997,90.029999,3995700,81.0606
2011-02-25,89.75,90.669998,89.690002,90.25,2859500,81.258683
2011-02-28,91.900002,92.639999,91.099998,92.230003,4797400,83.041425
2011-03-01,92.190002,92.349998,90.440002,90.459999,4008100,81.447761
2011-03-02,90.239998,92.199997,90.239998,91.32,2809500,82.222082
2011-03-03,91.849998,93.400002,91.849998,92.809998,3061100,83.563636
2011-03-04,92.709999,93.290001,91.349998,92.190002,2770400,83.005409
2011-03-07,92.580002,93.550003,92.019997,92.400002,3790500,83.194487
2011-03-08,92.370003,94.160004,92.300003,93.75,3623700,84.409989
2011-03-09,93.519997,93.739998,92.580002,93.169998,2117900,83.887771
2011-03-10,92.32,92.32,90.0,90.010002,5098400,81.042595
2011-03-11,89.709999,92.050003,89.709999,91.610001,3513000,82.483191
2011-03-14,91.209999,91.209999,89.900002,91.019997,3549000,81.951968
2011-03-15,89.050003,90.089996,88.059998,89.5,5273500,80.583403
2011-03-16,89.059998,89.239998,86.910004,87.550003,6387500,78.827678
2011-03-17,88.589996,88.970001,88.050003,88.690002,3581300,79.854103
2011-03-18,89.720001,90.099998,88.529999,88.980003,4823200,80.115212
2011-03-21,90.269997,91.800003,90.169998,90.949997,3576000,81.888942
2011-03-22,90.959999,91.480003,90.410004,90.699997,2067100,81.663848
2011-03-23,90.620003,92.660004,90.599998,92.139999,3978100,82.960388
2011-03-24,92.610001,92.980003,91.889999,92.580002,2595800,83.356554
2011-03-25,92.870003,92.959999,92.129997,92.269997,2748500,83.077434
2011-03-28,92.419998,92.82,92.120003,92.120003,2414300,82.942384
2011-03-29,92.269997,92.900002,91.900002,92.839996,2221400,83.590646
2011-03-30,92.839996,93.160004,92.330002,92.470001,3566500,83.257513
2011-03-31,92.410004,93.669998,92.360001,93.5,3202900,84.184896
2011-04-01,93.529999,94.330002,92.620003,93.129997,3546700,83.851756
2011-04-04,92.68,93.830002,92.68,93.639999,1956600,84.310948
2011-04-05,93.510002,94.0,93.019997,93.389999,2253400,84.085855
2011-04-06,93.940002,94.099998,93.220001,93.82,2498400,84.473015
2011-04-07,93.510002,93.93,92.599998,93.190002,3428700,83.905783
2011-04-08,93.589996,93.75,92.620003,93.220001,2462700,83.932793
2011-04-11,93.589996,94.639999,93.400002,93.800003,3221500,84.455011
2011-04-12,93.199997,93.269997,92.029999,92.370003,3894500,83.167477
2011-04-13,93.07,93.25,92.550003,92.860001,2834700,83.608658
2011-04-14,92.43,93.220001,91.75,92.940002,2290200,83.680689
2011-04-15,92.889999,93.139999,91.980003,92.82,3110700,83.572642
2011-04-18,91.940002,91.940002,90.580002,91.449997,3639300,82.339128
2011-04-19,91.650002,92.029999,91.470001,91.860001,2435100,82.708285
2011-04-20,92.970001,94.419998,92.93,93.760002,3635400,84.418995
2011-04-21,94.089996,94.43,93.650002,93.919998,2926600,84.563051
2011-04-25,93.910004,94.32,93.269997,94.120003,2187100,84.74313
2011-04-26,95.010002,96.589996,94.389999,95.940002,8004300,86.381809
2011-04-27,95.669998,96.540001,95.379997,96.470001,3774200,86.859006
2011-04-28,96.110001,97.300003,96.089996,97.230003,3597800,87.543291
2011-04-29,96.919998,97.5,96.860001,97.209999,3086000,87.52528
2011-05-02,97.580002,97.949997,96.650002,96.919998,3025000,87.264171
2011-05-03,96.93,97.5,96.580002,96.830002,2938700,87.183141
2011-05-04,96.550003,97.0,95.739998,96.199997,3226100,86.615901
2011-05-05,95.610001,96.279999,94.400002,94.919998,4159700,85.463424
2011-05-06,95.730003,96.830002,95.360001,95.599998,3666500,86.075679
2011-05-09,95.300003,96.459999,95.300003,95.989998,2039000,86.426824
2011-05-10,96.239998,96.43,95.629997,95.709999,3285600,86.17472
2011-05-11,95.769997,96.0,94.440002,95.519997,3458300,86.003647
2011-05-12,95.18,96.940002,95.110001,96.650002,3949300,87.021073
2011-05-13,96.610001,97.18,95.190002,96.010002,2918900,86.444835
2011-05-16,95.540001,96.230003,95.269997,95.459999,2605500,85.949627
2011-05-17,95.279999,95.459999,93.139999,93.860001,4845500,84.509031
2011-05-18,93.720001,94.18,92.75,93.940002,3340200,85.079615
2011-05-19,94.339996,95.0,93.93,94.709999,2385400,85.776986
2011-05-20,94.550003,94.650002,93.129997,93.559998,3486900,84.735452
2011-05-23,92.290001,92.879997,91.760002,92.489998,2988900,83.766374
2011-05-24,92.919998,92.919998,91.93,91.970001,3218300,83.295424
2011-05-25,91.540001,93.029999,91.379997,92.690002,2814300,83.947515
2011-05-26,92.650002,93.199997,92.029999,92.82,2669200,84.065251
2011-05-27,93.459999,93.989998,93.099998,93.470001,1987200,84.653944
2011-05-31,94.050003,94.68,93.489998,94.379997,3181300,85.47811
2011-06-01,94.330002,94.330002,91.330002,91.440002,3456200,82.815414
2011-06-02,91.349998,92.110001,90.970001,91.459999,2745200,82.833525
2011-06-03,90.190002,91.230003,90.190002,90.699997,3108300,82.145206
2011-06-06,90.379997,90.93,90.239998,90.620003,2964500,82.072757
2011-06-07,90.860001,91.989998,90.739998,90.849998,3049700,82.281059
2011-06-08,90.940002,91.349998,90.360001,90.910004,3469900,82.335405
2011-06-09,91.360001,92.43,90.989998,91.959999,2493300,83.286365
2011-06-10,91.440002,91.900002,90.639999,90.730003,2765200,82.172382
2011-06-13,91.139999,91.870003,90.900002,91.300003,2543300,82.688619
2011-06-14,92.279999,92.989998,92.040001,92.589996,2839100,83.856941
2011-06-15,91.699997,92.080002,90.580002,91.029999,3407700,82.444082
2011-06-16,91.07,91.879997,90.660004,91.580002,2995700,82.942209
2011-06-17,92.300003,92.629997,91.529999,91.779999,3764100,83.123342
2011-06-20,91.419998,92.870003,91.410004,92.559998,2026700,83.829772
2011-06-21,92.809998,93.790001,92.330002,93.43,2438300,84.617716
2011-06-22,93.330002,93.919998,92.720001,92.800003,2675400,84.04714
2011-06-23,92.040001,92.419998,90.730003,92.339996,3804200,83.630521
2011-06-24,92.339996,92.529999,90.68,90.889999,4179900,82.317287
2011-06-27,91.080002,92.650002,90.839996,92.25,2783700,83.549013
2011-06-28,92.629997,93.019997,92.419998,93.019997,2730000,84.246384
2011-06-29,93.419998,93.639999,92.68,93.110001,3071700,84.327899
2011-06-30,93.379997,95.059998,93.349998,94.849998,4201800,85.903781
2011-07-01,94.830002,96.949997,94.830002,96.669998,4659700,87.552119
2011-07-05,96.400002,96.860001,96.059998,96.139999,3064200,87.072109
2011-07-06,96.120003,97.5,96.099998,97.239998,3704100,88.068356
2011-07-07,97.730003,98.190002,97.169998,97.970001,3312100,88.729506
2011-07-08,97.120003,97.669998,96.989998,97.620003,3014900,88.412519
2011-07-11,96.449997,97.0,96.059998,96.559998,4510200,87.452493
2011-07-12,97.110001,97.220001,95.800003,95.879997,4578100,86.83663
2011-07-13,96.089996,97.300003,96.029999,96.190002,2816100,87.117396
2011-07-14,94.82,95.779999,94.559998,94.980003,5397100,86.021523
2011-07-15,95.199997,95.629997,94.720001,95.470001,3924000,86.465305
2011-07-18,95.099998,95.120003,93.709999,94.599998,2951400,85.677361
2011-07-19,94.940002,94.940002,93.379997,94.269997,4756900,85.378484
2011-07-20,94.830002,94.919998,94.150002,94.25,2808000,85.360374
2011-07-21,95.010002,96.089996,94.5,95.839996,3540400,86.800402
2011-07-22,96.089996,96.379997,95.110001,95.379997,2846200,86.38379
2011-07-25,94.839996,95.529999,93.900002,95.07,3438600,86.103031
2011-07-26,91.919998,92.5,89.559998,89.93,11432000,81.447835
2011-07-27,89.690002,89.720001,87.75,88.080002,6658400,79.772328
2011-07-28,88.190002,88.720001,87.410004,87.57,4285900,79.310429
2011-07-29,86.940002,87.709999,86.599998,87.139999,4883800,78.920986
2011-08-01,87.980003,88.169998,85.540001,86.769997,5997600,78.585882
2011-08-02,85.669998,87.25,85.25,85.269997,6406300,77.227361
2011-08-03,85.559998,86.449997,84.82,86.18,6277000,78.051534
2011-08-04,85.07,85.07,82.110001,82.230003,9061600,74.474099
2011-08-05,83.440002,84.220001,81.239998,82.75,8453100,74.94505
2011-08-08,80.75,81.370003,78.529999,78.589996,11496200,71.177416
2011-08-09,80.230003,82.860001,78.059998,82.690002,12008400,74.890711
2011-08-10,81.0,81.220001,78.010002,78.230003,9377400,70.851377
2011-08-11,78.690002,82.360001,78.290001,81.220001,7142300,73.55936
2011-08-12,81.889999,82.760002,80.800003,82.540001,5718100,74.754858
2011-08-15,82.660004,83.660004,81.970001,83.309998,4157200,75.452228
2011-08-16,82.529999,82.68,81.050003,82.129997,5078200,74.383525
2011-08-17,82.190002,83.029999,80.580002,80.93,5429400,73.790867
2011-08-18,79.830002,80.019997,76.739998,77.419998,8546300,70.590495
2011-08-19,76.650002,78.82,76.599998,76.870003,6151600,70.089017
2011-08-22,78.339996,78.519997,76.5,76.949997,4434200,70.161954
2011-08-23,77.169998,79.809998,76.870003,79.669998,5819100,72.642014
2011-08-24,79.400002,80.449997,78.849998,80.290001,5176800,73.207324
2011-08-25,80.449997,80.650002,77.790001,78.190002,6604500,71.292574
2011-08-26,77.730003,80.260002,76.5,80.010002,5390000,72.952025
2011-08-29,81.300003,82.230003,80.900002,82.099998,3467000,74.857655
2011-08-30,81.68,82.610001,80.709999,82.07,3734200,74.830303
2011-08-31,82.699997,83.370003,82.199997,82.980003,4737700,75.660032
2011-09-01,83.019997,83.949997,81.279999,81.610001,4535400,74.410882
2011-09-02,80.019997,80.330002,78.919998,79.349998,4391300,72.350243
2011-09-06,77.440002,78.260002,76.699997,78.080002,5271200,71.192277
2011-09-07,79.360001,80.639999,78.660004,80.57,5213800,73.462623
2011-09-08,79.879997,80.650002,78.779999,79.260002,4722200,72.268185
2011-09-09,78.059998,78.18,76.0,76.650002,7423400,69.888423
2011-09-12,76.209999,78.279999,76.0,78.220001,5848900,71.319927
2011-09-13,78.279999,78.790001,77.190002,77.809998,6469100,70.946091
2011-09-14,77.959999,80.389999,76.910004,79.440002,5402500,72.432307
2011-09-15,80.18,81.029999,79.480003,80.629997,4222300,73.517328
2011-09-16,81.43,81.650002,80.010002,80.529999,6027600,73.426151
2011-09-19,79.57,79.57,77.879997,79.209999,4552700,72.222593
2011-09-20,79.440002,79.919998,78.459999,79.209999,3914800,72.222593
2011-09-21,79.330002,79.760002,76.269997,76.339996,4957800,69.605764
2011-09-22,74.82,74.900002,72.0,72.900002,10108500,66.469224
2011-09-23,72.639999,74.330002,72.339996,73.989998,4583800,67.463068
2011-09-26,74.389999,75.260002,73.449997,75.190002,5033400,68.557215
2011-09-27,76.370003,77.769997,75.82,76.279999,4875300,69.551059
2011-09-28,76.419998,77.199997,73.5,73.599998,5932100,67.107472
2011-09-29,74.970001,75.68,73.5,74.529999,5633500,67.955433
2011-09-30,73.910004,73.940002,71.709999,71.790001,7184500,65.457141
2011-10-03,71.129997,73.239998,70.93,70.93,7619300,64.673004
2011-10-04,70.129997,72.18,68.629997,72.010002,8700000,65.657735
2011-10-05,71.739998,72.839996,71.010002,72.529999,5467000,66.131861
2011-10-06,72.720001,74.690002,72.0,74.650002,4835800,68.06485
2011-10-07,75.199997,75.449997,73.07,73.82,5291800,67.308066
2011-10-10,75.120003,76.739998,75.089996,76.720001,3855600,69.952247
2011-10-11,76.550003,76.870003,75.889999,76.419998,3320200,69.678709
2011-10-12,76.730003,79.339996,76.730003,78.360001,5663300,71.447576
2011-10-13,78.269997,78.400002,76.669998,77.800003,3726900,70.936978
2011-10-14,78.940002,79.230003,78.120003,78.889999,2840800,71.930822
2011-10-17,78.629997,79.050003,75.660004,75.879997,4359500,69.186343
2011-10-18,76.18,79.150002,75.709999,78.360001,4167200,71.447576
2011-10-19,78.260002,78.860001,77.269997,77.699997,3865000,70.845794
2011-10-20,77.769997,79.059998,77.110001,78.68,4087300,71.739348
2011-10-21,79.379997,80.559998,78.980003,80.480003,5125200,73.380566
2011-10-24,80.32,82.400002,80.230003,82.18,5428700,74.9306
2011-10-25,76.879997,79.019997,76.279999,77.040001,12651800,70.244019
2011-10-26,77.980003,78.400002,75.970001,77.019997,5788900,70.225779
2011-10-27,79.510002,82.330002,78.919998,81.410004,7413700,74.228527
2011-10-28,81.529999,81.839996,80.5,81.0,5252000,73.854692
2011-10-31,79.879997,80.589996,78.93,79.019997,4022500,72.049352
2011-11-01,77.889999,78.220001,76.260002,76.529999,5772100,69.779006
2011-11-02,77.389999,78.639999,77.349998,78.059998,3559600,71.174038
2011-11-03,78.860001,79.82,77.889999,79.639999,4337800,72.614662
2011-11-04,78.970001,79.540001,78.120003,79.300003,3771900,72.304658
2011-11-07,79.269997,80.190002,78.300003,79.690002,4311700,72.660254
2011-11-08,80.290001,82.0,80.0,81.830002,4230500,74.611476
2011-11-09,80.129997,80.309998,78.470001,79.0,6393500,72.031119
2011-11-10,80.309998,81.160004,79.650002,80.32,4646300,73.234677
2011-11-11,81.300003,82.660004,81.300003,82.290001,3645800,75.030897
2011-11-14,81.559998,82.489998,81.379997,81.870003,3168600,74.647948
2011-11-15,81.440002,82.379997,81.059998,81.870003,3602400,74.647948
2011-11-16,81.290001,83.099998,80.860001,81.870003,5097100,74.647948
2011-11-17,81.529999,81.669998,79.669998,80.43,5077900,73.334974
2011-11-18,80.699997,81.019997,79.980003,80.540001,3928300,73.435271
2011-11-21,79.279999,79.639999,77.540001,78.389999,5438800,71.474929
2011-11-22,77.629997,78.940002,77.449997,77.830002,4170600,71.465745
2011-11-23,77.080002,77.160004,75.489998,75.540001,4149900,69.363
2011-11-25,75.550003,76.860001,75.550003,76.129997,2094000,69.904752
2011-11-28,77.199997,78.010002,77.050003,77.720001,4923100,71.364739
2011-11-29,78.0,78.18,77.029999,77.239998,3853300,70.923986
2011-11-30,79.709999,81.050003,79.43,81.040001,8721000,74.413258
2011-12-01,81.25,81.309998,80.25,80.300003,3867100,73.733771
2011-12-02,81.389999,81.459999,79.050003,79.760002,5578000,73.237927
2011-12-05,81.330002,81.599998,80.339996,80.93,5910500,74.312253
2011-12-06,82.129997,82.800003,81.610001,82.129997,6011800,75.414124
2011-12-07,82.029999,82.730003,80.779999,82.389999,4306100,75.652866
2011-12-08,81.830002,82.139999,80.260002,80.459999,3980600,73.880684
2011-12-09,80.919998,82.419998,80.769997,82.199997,4075500,75.4784
2011-12-12,81.900002,81.989998,80.029999,80.589996,3338000,74.000051
2011-12-13,81.0,81.220001,78.910004,79.410004,3975800,72.916548
2011-12-14,79.18,79.449997,78.260002,78.510002,4203000,72.090141
2011-12-15,79.43,79.779999,78.599998,78.860001,3247000,72.411519
2011-12-16,79.519997,80.019997,78.419998,78.870003,6492600,72.420704
2011-12-19,79.019997,79.5,77.510002,77.82,3485400,71.456561
2011-12-20,79.190002,80.400002,78.870003,80.309998,4660200,73.742948
2011-12-21,80.43,80.470001,78.970001,80.0,3611800,73.4583
2011-12-22,80.269997,81.18,79.93,80.970001,3164200,74.348983
2011-12-23,81.239998,82.209999,80.779999,82.199997,2042200,75.4784
2011-12-27,81.910004,82.639999,81.620003,82.279999,1722600,75.55186
2011-12-28,82.220001,82.440002,80.940002,81.150002,2613300,74.514264
